id,parent_id,root_id,trd_buy_id,trd_buy_number_anno,ref_amendm_agreem_justif_id,ref_contract_status_id,deleted,crdate,last_update_date,supplier_id,supplier_biin,supplier_bik,supplier_iik,supplier_bank_name_kz,supplier_bank_name_ru,customer_id,customer_bin,customer_bik,customer_iik,customer_bank_name_kz,customer_bank_name_ru,contract_number,contract_number_sys,fin_year,ref_contract_agr_form_id,ref_contract_year_type_id,ref_finsource_id,ref_currency_code,contract_sum_wnds,sign_date,ec_end_date,plan_exec_date,fakt_exec_date,fakt_sum_wnds,contract_end_date,ref_contract_cancel_id,description_kz,description_ru,sign_reason_doc_name,sign_reason_doc_date,trd_buy_itogi_date_public,fakt_trade_methods_id,ec_customer_approve,ec_supplier_approve,contract_ms,supplier_legal_address,customer_legal_address,payments_terms_ru,payments_terms_kz,is_gu,exchange_rate,system_id,index_date
641,790,208,906,91380f02-4151-415b-a2c4-5c1ff7ad3717,1,5,1,2023-05-24 10:04:52,2024-08-10 07:44:30,362,414516212875,AOSFRURW,VZZD8525617556480,Рыбаков Инкорпорэйтед,"ОАО «Смирнова, Ермакова и Терентьев»",65,723545836279,KYSHRUI9KSV,IMZH4708670800701,АО «Котова Соболева»,"РАО «Щукин, Гурьев и Авдеева»",e8246262-ce8b-4c4c-bb40-ab765067dd57,21ea5be4-b698-46b3-aba6-68c55bbdea0d,2023,3,3,4,EUR,17660923.94,2025-05-21,2025-04-21,2025-04-11,2023-03-10,9652937.64,2023-07-30,2,Спешить команда новый очутиться отъезд рабочий ставить.,Сбросить ремень тяжелый поговорить.,серьезный,2025-07-26,2023-08-30,3,1,1,37.53,"клх Калач, алл. Логовая, д. 19, 328335","п. Бронницы, бул. Белорусский, д. 436, 774812",Пропадать через способ инвалид при бабочка конструкция.,Торговля вскакивать рота.,0,546.25,3,2023-08-30 20:18:14
642,913,120,1078,e3a81c22-7862-4d1c-acc2-66d14fe6e867,5,4,1,2022-12-25 16:51:57,2023-12-10 21:47:09,8,359959689342,RDFCRUWKIAO,JNMB3979804208933,Mail.Ru Group,"АО «Кононова, Боброва и Крюкова»",740,449517471414,BRHCRUXJC1K,HMTZ3153773763288,АО «Блинова Зиновьев»,Горбачев Лтд,17c3f9f5-c32d-479f-913e-628604f480f3,5eec4c37-0b65-4f55-8235-da9c0f98405e,2019,4,4,1,USD,23834260.92,2024-01-17,2025-11-17,2025-11-19,2025-01-16,9895428.73,2023-12-16,1,Вскинуть райком слишком горький темнеть совещание.,Передо пропасть порядок написать выраженный аллея.,настать,2024-01-06,2025-06-19,6,1,0,12.44,"к. Торжок, бул. Правды, д. 885 стр. 7, 137424","д. Алагир, ш. Орджоникидзе, д. 331, 098616",Сравнение цель блин помимо экзамен господь полоска монета.,Аж цепочка плод блин строительство.,1,458.03,3,2023-03-15 08:30:25
643,360,140,670,52eb0d33-b5d2-4253-883b-34b18980d0ba,1,7,0,2024-12-26 00:25:26,2024-01-09 17:54:17,449,236637798973,BMQJRUM3,UYPN6032213866234,ИП «Маслова Молчанов»,ИП «Шарапов»,946,780603857919,IQAMRUUK,ZWMM8431612482253,Николаев и партнеры,НПО «Гаврилов»,86b885f2-67ba-4ea3-882a-267757b65601,e1391139-bace-48bc-ad01-944420e41ed2,2022,2,2,2,EUR,29082367.68,2024-07-24,2024-09-16,2023-12-30,2023-04-20,4604373.13,2025-06-26,4,Падать выраженный вариант.,Правый обида экзамен кольцо космос приходить.,подробность,2024-01-03,2022-12-20,3,0,0,21.55,"с. Касимов, пер. Ореховый, д. 349, 654718","ст. Беломорск, алл. Солнечная, д. 639, 901564",Поговорить при оборот еврейский пастух подземный полевой правый.,Пятеро близко хлеб более вздрагивать сынок.,1,542.26,3,2025-06-17 16:05:14
644,133,709,522,96a76c73-605b-4a74-b7f9-d78482cfed4d,5,5,1,2023-11-25 04:08:50,2025-01-17 07:21:45,788,117915951739,HQEFRUH8K9M,XUCD8157942183473,РАО «Сорокина Иванов»,"НПО «Вишнякова, Кузьмина и Комиссаров»",1163,534369532718,BAFARU5AP2K,PMWS9295032764091,"АО «Тихонова, Зиновьева и Захаров»","РАО «Савельев, Ковалев и Молчанов»",758992ae-e1dd-4fe6-870c-77a71c7abddd,c1a7aa22-6633-4347-9d79-486b46496a7e,2019,1,5,2,KZT,28747115.1,2024-10-18,2024-05-29,2024-10-21,2025-03-26,6008085.11,2023-02-21,0,Мальчишка домашний кпсс нож команда.,Песенка около сынок способ функция неожиданный угодный следовательно.,желание,2024-08-30,2025-06-21,1,1,1,40.19,"д. Елец, бул. Некрасова, д. 6 к. 280, 562447","клх Абинск, ул. Ленинградская, д. 324 к. 448, 577920",Поставить ломать тута эпоха наслаждение исследование наткнуться более.,Рот основание бровь славный сынок мучительно смелый академик.,0,502.85,3,2023-12-11 06:00:22
645,57,960,407,e1593144-1309-4272-9b98-ee2c8b8a1df2,5,10,0,2025-11-13 15:03:35,2024-02-12 21:58:53,244,440308689721,LEIIRUU8XQW,IAXE7913152845245,"РАО «Емельянова, Бирюков и Карпова»",Комаров и партнеры,585,300080219087,PLSDRUVN,GYZS1129805312753,Нижнекамскнефтехим,Эппл Рус (Apple),4257c42c-82a2-4b17-b9b4-42ccf6d84a05,2a28d195-0b4c-47dd-ba12-6aecf762024b,2022,5,1,3,KZT,12682284.48,2025-10-02,2023-04-17,2024-11-27,2023-08-19,3535750.06,2025-09-25,1,Приходить школьный наступать очередной успокоиться белье мальчишка.,Выкинуть мгновение палка термин передо виднеться.,монета,2025-07-17,2023-03-20,9,0,0,91.81,"к. Воркута, пер. Рылеева, д. 6/4 стр. 7/7, 528693","к. Каргополь, наб. Волочаевская, д. 2/9, 684428",Нервно правый песенка исполнять помолчать цепочка.,Фонарик кпсс термин лететь коробка пересечь.,1,484.96,3,2023-09-05 02:49:16
646,1037,162,1021,cf2a854c-0751-41ed-b939-c1f345c53ca7,3,4,1,2023-01-10 21:34:04,2023-07-08 04:35:45,462,193293079843,GNUXRUMATUP,HBDH2596173384654,Рыбакова Групп,ОАО «Федотов Зимин»,71,581927526779,BVXWRUQG8UU,NJNJ8253082994160,АО «Мясников-Логинова»,"ЗАО «Якушева, Королева и Терентьев»",e59504a7-dac0-4aa8-bf5b-92f6ae486887,ae5756d0-3935-4c00-8c3d-c81a62528637,2022,5,1,1,USD,35554713.7,2024-04-30,2024-07-19,2025-01-11,2024-02-01,8522307.04,2024-02-28,1,Задрать функция ученый наслаждение вытаскивать мягкий.,Девка вперед уточнить устройство изменение неправда выраженный.,что,2025-01-29,2024-04-24,5,1,0,98.18,"к. Киржач, бул. Фестивальный, д. 2 к. 8, 261056","г. Мостовской, ул. Ярославская, д. 5/4 к. 598, 715596",Задержать бегать правый результат.,Приятель сомнительный райком степь скрытый вывести одиннадцать стакан.,0,403.25,3,2024-06-06 22:52:02
647,2,757,411,6b5533c9-7411-4a28-a76a-5107f2aae982,2,9,0,2024-01-04 15:12:19,2025-10-29 19:27:01,914,745934153925,URENRUZC,JPLL5865751310620,АО «Лазарева»,"ООО «Ширяев, Ширяев и Овчинников»",244,385555684164,CFFARU0J,IQMR1401242331511,Hoff (Домашний интерьер),"НПО «Лазарева, Коновалов и Карпова»",2f2fa943-decc-4cde-abbf-b765cb537767,c6dcb57a-2c1a-4e1d-b701-053877f0fd27,2025,1,2,2,KZT,6486543.4,2025-04-28,2024-04-27,2025-04-19,2025-07-23,8728201.3,2024-08-02,3,Эффект вряд заявление виднеться опасность цепочка секунда.,Потянуться потрясти проход кпсс упорно беспомощный.,возможно,2025-02-08,2024-02-25,8,1,1,30.48,"с. Томск, наб. Краснопартизанская, д. 68, 960130","с. Поронайск, ул. Нагорная, д. 2 к. 752, 635933",Космос через при порог сынок функция полностью.,Какой художественный развернуться витрина приятель неправда.,0,581.94,3,2023-11-28 16:30:12
648,954,732,740,4bcd2bf7-4ef5-45eb-b290-3b3066f15ee8,5,2,0,2024-04-03 02:28:29,2024-08-25 14:05:58,356,168333669615,FOFGRUVO,VXGC2737089385014,ООО «Турова-Павлов»,НПО «Дорофеев-Беспалова»,28,740408015065,JTJVRUVK,ONOR3301624663006,ОАО «Некрасова Гущина»,Фокин и партнеры,dda245b5-50ad-4218-bd7d-471d6b9e5692,c5cec34b-f4dc-432c-b1bf-7776097a3f0b,2020,1,5,4,KZT,30823913.51,2023-08-03,2024-12-23,2023-12-20,2024-05-16,2451792.5,2023-11-28,2,Девка куча коммунизм лапа.,Танцевать вообще палец близко магазин теория порядок даль.,светило,2024-11-22,2025-10-01,3,1,1,46.08,"ст. Всеволожск, бул. Жданова, д. 85 к. 86, 341311","к. Апрелевка, ул. Снежная, д. 85 к. 56, 216999",Изба страсть интернет степь.,Счастье командование коллектив мгновение легко роса мягкий.,0,597.22,3,2022-12-22 06:58:19
649,794,491,750,280cf8c3-8d00-46a3-ae24-0c752c1f99f0,5,9,1,2025-09-09 00:49:24,2024-03-08 07:52:02,618,824803238935,OOVBRUDC,PWXJ4864340540226,"ИП «Авдеев, Федосеев и Матвеева»",Быкова и партнеры,608,891741491764,JBFERUN7VPM,DPDL3063993405958,Аксенова Лтд,ОАО «Потапова Сысоева»,3bee25f8-18b5-4f13-8aa4-07645f481881,71207f99-ec3e-42f1-be36-175f38a91f91,2017,2,4,3,EUR,47653722.39,2023-03-28,2024-06-07,2025-05-03,2025-03-11,8860235.99,2023-06-11,5,Гулять домашний прошептать интернет.,Порт правление ремень полюбить.,интернет,2023-10-16,2024-10-29,8,0,1,1.55,"клх Вендинга, ш. Кедровое, д. 9 стр. 7, 864511","клх Ивдель, пер. Кавказский, д. 54 стр. 3, 921286",Равнодушный разуметься идея совещание ныне способ вздрогнуть.,Соответствие ломать один желание возникновение висеть.,0,474.83,3,2025-03-23 15:13:35
650,937,589,793,9af4d09d-2a05-4609-a1e2-68c39ecd68ca,5,8,1,2023-12-26 11:52:29,2025-07-10 07:48:13,626,682209902787,WWGQRUWTRF5,BOMD6281832951268,АО «Крюкова Тетерин»,ЗАО «Щукина-Панова»,126,370827175371,RXNJRUJV,WPXR7963018527545,ЗАО «Захаров»,НПО «Исакова Егорова»,a96e9ea7-8007-4f87-81e0-6015a02c528d,6dac768f-8e83-4e49-a6d9-2e14ec2d057f,2018,3,2,5,KZT,17740483.99,2022-12-23,2024-02-18,2024-11-10,2024-12-31,2223256.02,2023-06-17,3,Важный интернет избегать кольцо поздравлять лиловый фонарик князь.,Интернет недостаток перебивать неудобно.,факультет,2024-10-22,2025-02-20,3,1,1,73.26,"п. Ямбург, пер. Элеваторный, д. 62, 852558","ст. Биробиджан, алл. Веселая, д. 1, 701995",Растеряться мотоцикл иной запретить отъезд природа способ.,Подземный приходить ставить прежний близко оборот.,1,489.27,3,2023-02-11 14:29:00
651,437,148,250,afcecdd9-7f35-4310-9846-aa3fa872aa5e,1,9,0,2023-10-21 13:31:58,2025-07-25 23:57:47,685,112115337741,JOYMRUNQGJH,CEQO3763126120396,"РАО «Блохин, Новикова и Воронцов»",ИП «Крюков Суворов»,154,157026392377,EIHYRUAPDJ2,EHBR6335747740545,РАО «Архипова»,ИП «Лихачева-Шубина»,5d3567c1-1e5a-4675-b579-07b6e8a44c06,89f891c6-5c1a-4767-9d2f-09001c6be1f7,2023,3,3,5,EUR,26202036.4,2023-08-09,2025-01-20,2025-03-06,2022-12-21,9044347.35,2022-12-22,5,Командующий видимо трясти запустить задрать академик выдержать.,Механический пропаганда страсть крутой чувство багровый угол.,пастух,2023-02-01,2024-10-15,10,0,1,70.85,"к. Анадырь, наб. Котовского, д. 486 стр. 851, 826414","к. Тольятти, алл. Театральная, д. 68 к. 530, 238571",Налево набор увеличиваться пропадать.,Радость передо выражаться желание манера бочок цель.,0,538.28,3,2024-03-08 10:04:09
652,893,59,884,2bcfb22d-951b-4c17-8aef-45d114de7867,3,9,1,2024-01-27 16:55:18,2024-12-25 12:46:57,1028,967051136067,FJRLRUH1OI1,CWZH0613876911246,Курганмашзавод,Бобылев и партнеры,89,347345568191,RZSGRU85DSA,LDAK4611835871376,ООО «Моисеева-Казаков»,ИП «Савельева Муравьева»,bb1bb00c-b1b4-48d1-a4f1-cc6471e23953,8c733eba-8d59-4ec1-ae4a-a9d00f6ac383,2021,4,4,2,EUR,38208406.19,2024-09-10,2023-01-14,2024-07-07,2024-08-01,7316351.37,2024-12-22,4,Валюта инфекция миф необычный вряд.,Результат военный стакан бетонный да столетие.,коричневый,2023-04-03,2023-06-06,10,1,1,17.18,"клх Пермь, пер. Народный, д. 63 стр. 2, 153656","п. Диксон, ул. Абрикосовая, д. 5/9 стр. 370, 611188",Факультет головной прощение ход.,Хозяйка вскинуть горький возбуждение аж функция недостаток.,0,570.9,3,2023-06-02 22:23:06
653,934,711,1137,1eb48ecc-3edd-42f9-b6e3-36f82ced6837,1,1,0,2024-11-25 02:44:18,2022-12-08 08:50:52,58,746154088074,PLMNRU8K,LKIZ8445311702062,Детский мир,"ЗАО «Жукова, Потапов и Быков»",654,702033794680,RMELRU26UGL,SERD5177333089569,ТД БелАЗ,"ООО «Молчанов, Николаева и Якушев»",4a21c116-e924-445e-a37a-4a514fcb2554,53b209da-1b27-4cec-a9a6-67a652b2360b,2018,4,1,2,USD,20593996.96,2025-10-30,2024-03-09,2024-05-13,2025-05-20,3745597.01,2024-03-18,3,Ведь прежде спорт отражение.,При мучительно исследование эффект голубчик зачем изба командование.,палата,2022-12-28,2024-12-14,2,0,0,47.39,"с. Абинск, пер. Ворошилова, д. 233, 932135","г. Диксон, пр. Дарвина, д. 60 к. 9/1, 207918",Печатать песня социалистический изображать мимо князь.,Сынок необычный угол пламя крыса.,1,421.32,3,2025-01-25 18:31:29
654,1070,575,289,cdc4b7a9-081b-470e-9e3c-905dc7c33427,1,6,0,2023-02-02 22:08:03,2024-02-09 21:00:54,105,431902613732,WGIZRUEKTL6,BQJN1751822470914,Капустин Лимитед,"НПО «Архипова, Мишин и Гришина»",17,982331893091,DJFURUU0,TLCP3629607219830,"НПО «Степанов, Савина и Зайцева»",Владимирова Лтд,afe4628a-4650-429f-b326-e58abae8417b,a700e3c6-8e3f-4d65-ac5a-d8ddc07327c5,2021,4,5,4,USD,40932488.82,2025-01-17,2023-08-03,2023-04-01,2024-01-21,2284690.47,2023-01-19,2,Кольцо низкий торопливый эффект голубчик равнодушный.,Медицина пол применяться сомнительный уничтожение.,очутиться,2023-02-15,2024-11-30,5,0,0,29.95,"клх Далматово, ш. Октября, д. 1/9, 298108","ст. Эльбрус, пр. Репина, д. 3/1, 955428",Ботинок трубка банда за.,Сомнительный конструкция развернуться пропадать естественный ведь налево.,0,595.44,3,2025-05-15 01:33:52
655,229,394,114,75145be6-73a5-49ba-9a3d-32157e5c5557,2,2,0,2023-10-15 05:11:53,2023-05-27 00:29:18,771,753845095660,EYSHRU1Q,BJHX5926968405933,"ООО «Белов, Данилов и Мухина»",Русский уголь,33,670311855154,KZLBRU0NWFC,WFXT8942266210807,Тихонова Лимитед,Панфилова Групп,943d8e67-230e-437a-b505-599fdb4b462a,a009d251-86f5-4b6e-897a-49d9647e9921,2020,4,2,5,USD,14444562.99,2024-02-21,2025-02-20,2024-02-27,2024-03-08,7929918.97,2025-06-22,3,Мрачно сохранять возбуждение домашний.,Труп четыре стакан столетие хозяйка.,человечек,2023-07-31,2023-06-16,3,1,1,67.17,"д. Галич, ш. Российское, д. 427 к. 16, 853481","п. Кизилюрт, пер. Космодемьянской, д. 4/5 к. 2/9, 798117",Выражение торговля ягода конференция роса картинка миллиард.,Вперед коробка важный пятеро помимо бригада означать.,1,479.3,3,2023-12-12 00:19:58
656,180,218,267,aa0f38d4-768d-4c97-bf23-22d2b688195f,2,8,1,2024-03-14 13:23:55,2025-03-16 11:41:21,857,430497548183,QZURRU150KP,GLNS5627387604458,Кириллова и партнеры,НПО «Казаков Яковлев»,182,697814412202,NUUZRUT7Q10,TFJT8976533482537,НПО «Ермакова-Романов»,"НПО «Симонова, Ильина и Виноградова»",9c90f1c8-f229-4003-ae54-ce26591a6403,2de7bd85-edd6-4b7a-99ab-6057fbcb28c0,2016,3,1,5,KZT,36834319.27,2023-03-22,2024-03-25,2023-08-10,2024-08-29,712765.69,2025-04-14,1,Редактор тысяча приятель мелочь построить пол.,Прощение коммунизм смеяться засунуть выгнать.,военный,2025-11-21,2023-10-06,1,1,0,9.34,"к. Юрюзань, бул. Студенческий, д. 92, 588885","ст. Усолье Сибирское, бул. Жукова, д. 782 стр. 16, 346106",Намерение пол тысяча командующий встать экзамен.,А трясти куча.,1,597.45,3,2024-07-28 20:11:22
657,832,47,633,dc329bac-f5c9-4600-bf5b-f00220c3524a,4,8,0,2024-03-05 09:16:51,2023-05-17 10:59:52,342,639435323823,MTCPRU8S,DPXC9831049577906,РАО «Колобова Кузьмина»,ОАО «Степанова»,287,464858903680,MGBRRUUD1W8,RJWP6429716434365,Белякова Групп,Газпром,adbe27a5-5028-416d-ba9c-60b25ab0fbb7,e64b7e80-21e3-4425-a6d9-bc1388501b3d,2015,4,5,3,EUR,7183106.69,2023-08-11,2024-05-05,2025-06-11,2023-11-27,7445394.4,2024-05-25,1,Заработать цвет армейский славный ломать ведь.,Недостаток механический изба.,пятеро,2025-04-24,2024-05-11,10,1,1,43.87,"с. Валдай, пер. Студенческий, д. 659 к. 2/3, 632189","г. Руза, алл. Тульская, д. 1, 696298",Сынок премьера картинка эпоха.,Житель назначить основание выразить.,1,491.76,3,2023-09-27 04:06:40
658,963,932,392,fcec0f9f-ff42-4086-ad00-5021210ed9ca,5,6,1,2023-11-01 01:39:40,2023-12-05 16:39:14,475,308337923593,NJQZRUX2,HPGO3065933611243,"ИП «Гущина, Волков и Лапина»",ЗАО «Филатов-Калинин»,232,764819779905,NAULRU02YRQ,YFPD9987713714350,АО «Шубин»,НПО «Дьячкова»,67ce8a98-e56c-4c08-b928-c8c15c63239d,24470f6d-9e53-4bf1-a4c0-5fbdfeb9f9cd,2017,1,2,1,EUR,16988868.02,2024-08-26,2024-11-14,2024-10-03,2023-10-17,1296719.86,2025-03-21,5,Угроза лететь трясти грудь пламя другой сынок.,Плод секунда чем конференция.,очередной,2025-07-18,2024-02-18,7,0,1,61.72,"г. Оленегорск (Якут.), ш. Панфилова, д. 5/4, 840182","клх Анадырь, наб. Большевистская, д. 406 к. 6/1, 466358",Инфекция картинка сутки пропасть постоянный развитый крутой оборот.,Ответить набор ломать.,0,499.43,3,2025-03-14 08:17:59
659,102,975,574,0364adcb-8f8c-4013-bcc1-c19d075bb3a3,2,9,0,2023-05-05 23:09:16,2023-11-15 12:34:38,1028,117030979077,QOWLRU1L,MZEI0254314642634,ОАО «Горшков»,ГК ЕКС,952,396246165385,YPXHRUF83ND,OBZK3621707597223,ОМПК,"ЗАО «Гуляева, Ефимов и Романова»",46b58ead-a7f1-4148-a606-8cf58ab46d49,fdde0295-66a8-49b0-88cf-f75a479e8f5a,2025,4,2,4,USD,26119120.21,2024-06-04,2023-02-04,2023-09-12,2022-12-02,6894303.6,2023-12-31,5,Жить спичка рабочий естественный горький.,Парень потянуться мелочь строительство палата горький спичка.,мучительно,2023-06-30,2024-11-19,1,0,1,3.09,"ст. Долинск, ул. Угловая, д. 7/1, 317333","клх Белоярский, пр. Огородный, д. 3/4 стр. 7, 685232",Точно научить запустить серьезный карандаш.,Болото висеть ложиться заложить.,0,452.53,3,2025-04-19 16:08:25
660,806,430,1134,79fef324-22a6-40d9-a322-5e5ab5b51507,3,4,0,2024-04-14 09:58:22,2024-11-18 04:33:13,184,581138808517,KEJQRUKGSU2,SVOE5925881278271,Матвеева Лтд,СДС Азот,53,593074889653,ZGPWRUCX,ZRKX2218207167067,АО «Зыков»,"НПО «Маслова, Молчанова и Сорокина»",3c977ac5-7232-4daa-87c9-70ab8f7e64db,abf29a7d-67dd-446b-8558-5b082e61a9d8,2021,4,4,4,USD,9701310.11,2024-03-25,2023-05-08,2023-02-20,2023-06-14,1602343.07,2023-07-02,4,Изучить заработать налево приходить.,Функция приятель четыре костер пробовать госпожа.,очередной,2025-04-08,2023-07-18,9,0,1,55.44,"г. Устюжна, наб. Дружба, д. 4/3 к. 80, 001546","с. Липецк, пр. Труда, д. 572 стр. 81, 075792",Передо тревога невыносимый.,Заработать юный расстегнуть тревога подробность дошлый.,0,514.28,3,2024-03-25 00:25:06
661,109,641,294,5c06d3e7-0b3f-4da0-aeb7-87f44511f459,2,10,1,2025-06-04 06:49:56,2024-02-12 09:55:09,1003,949944090120,OUTLRUYX5YB,ONRP4900681694719,"АО «Нестерова, Семенов и Боброва»",РАО «Зыков Владимиров»,184,911748212714,ZNZTRUFJHEF,CYMU0548058411519,"РАО «Шубин, Матвеев и Поляков»",АО «Сысоева»,58cc8a71-668a-4e14-80ac-4574733e6de0,3e093567-5f0d-4d83-a0d7-55e789815cd0,2021,4,4,1,USD,14897588.23,2025-01-24,2023-08-08,2023-07-16,2023-06-09,3430062.16,2025-06-05,0,Понятный пропадать одиннадцать направо теория вчера блин.,Место карман дорогой один самостоятельно очко вскакивать изображать.,пламя,2025-10-30,2025-09-30,1,1,0,34.25,"клх Холмск, пер. Гагарина, д. 68 стр. 11, 304489","клх Холмск, ш. Чкалова, д. 5, 319266",Соответствие труп ручей жить трясти.,Тяжелый прелесть вскинуть легко.,1,566.52,3,2025-03-05 17:16:35
662,311,173,809,6c516e62-22e7-4e0c-84ae-24bbea4331eb,4,6,0,2023-10-03 01:01:27,2023-07-13 21:13:23,497,607675316082,DRHCRUDWMSR,ITPS4947690009421,Курганмашзавод,Сидоров Инкорпорэйтед,353,322203193846,YVULRUER,LGCV6372742697573,Лента,НПО «Гришина-Коновалов»,266474eb-16aa-472f-bb5a-01c57be2c996,cc9a86e7-6759-4905-b7da-7c56eb46c45c,2016,3,4,2,EUR,37867546.83,2024-01-28,2024-12-12,2024-06-03,2024-02-01,7242891.58,2025-04-02,0,Инструкция вскакивать мотоцикл поймать выбирать роса.,Спорт заработать цель зима.,разводить,2025-01-19,2023-03-11,9,1,1,25.4,"клх Псебай, ш. Тургенева, д. 2/9, 298686","клх Джейрах, ул. 50 лет ВЛКСМ, д. 94 к. 59, 396499",Пропадать близко вывести изображать оборот.,Роса виднеться лететь.,1,487.08,3,2023-06-14 20:48:52
663,987,317,596,d1a34dc0-4aed-43be-a626-c70f5f8df5ca,1,8,0,2024-01-21 15:14:26,2023-04-05 07:56:49,959,924586267927,AOLPRUT6PMP,JDTH5793678520320,ЗАО «Яковлева Ефимова»,ЗАО «Белова»,84,587274406773,FNTGRUZNWFD,AHEG2893748595524,Группа компаний ПИК,"НПО «Дьячков, Миронов и Тетерина»",02e1e677-80db-46d4-9d17-4c5c0aa2ecc4,1acea51e-469d-469f-91e4-551f261fd202,2024,4,5,4,KZT,6127129.15,2023-07-09,2024-04-13,2025-01-17,2025-08-11,8274028.65,2024-08-21,0,Банк вздрагивать бабочка набор багровый.,Вариант банда торопливый написать смертельный равнодушный что.,развернуться,2025-11-12,2023-12-27,2,1,1,71.75,"с. Борзя, алл. Пограничная, д. 603 к. 7, 304043","г. Магнитогорск, ул. Карьерная, д. 73, 009846",Неожиданно поздравлять ремень что.,Сбросить опасность еврейский ученый пол.,1,488.68,3,2025-07-23 22:58:48
664,600,891,229,852a7556-e769-4dcd-a309-73bcdfe97164,4,2,1,2025-07-25 12:37:33,2023-12-17 06:35:19,814,381535784199,ZHCLRUVD,ARBB6408745383931,ЗАО «Красильников Богданов»,РАО «Хохлов»,151,558881333401,STHORU3J,VOXO2033414254110,Татэнергосбыт,Куйбышевазот,4c38d50c-7ad7-426c-97d0-4e75d0248c90,4eea14a2-e232-4c41-b70b-e75d590b381a,2019,4,4,3,KZT,30599275,2023-12-08,2023-04-24,2023-01-19,2024-01-01,5049333.07,2023-04-02,5,Командир песенка теория увеличиваться.,Близко порт неожиданно спалить.,следовательно,2024-01-09,2025-07-21,3,1,0,61.43,"с. Красноселькуп, бул. Коллективный, д. 5 стр. 408, 906807","г. Сухиничи, алл. Станиславского, д. 3 стр. 8/1, 456714",О сверкающий мотоцикл столетие виднеться.,Миг господь совещание холодно.,0,401.27,3,2023-02-27 00:01:21
665,468,649,656,6fec951e-2819-40e5-bf1b-e607372c9d16,2,3,1,2023-01-30 21:58:46,2024-09-15 23:11:49,251,560153678554,KLRVRUFTDS8,LDHC3017465242816,АО «Гуляева»,ЗАО «Соколов-Миронов»,857,185000965998,UBSBRUZB,WMHT1326580485232,НПО «Максимов-Богданов»,Отисифарм,9fa70220-01dd-42b4-bf7e-1c744e6f9540,741d44e2-41cb-4472-9f54-810c85ff5ad7,2017,2,3,5,USD,33837529.16,2024-06-26,2023-02-14,2024-08-02,2024-07-17,853433.08,2025-01-31,4,Угроза легко сынок правильный даль полевой.,Применяться болото ночь табак торговля место.,прежде,2025-05-18,2025-03-17,6,0,0,96.04,"с. Карпинск, алл. Угольная, д. 6 стр. 2, 212489","д. Новомичуринск, бул. Ульянова, д. 1 к. 360, 513056",Дремать цель функция бетонный.,Жидкий доставать руководитель.,0,489.25,3,2025-05-23 08:34:27
666,717,401,7,9caa82ed-9cad-4797-987a-f0e9fcc7a6cc,4,2,0,2025-04-17 20:21:56,2024-10-18 11:23:48,902,162406416194,CYXBRUVT9QR,ACEG3514975192189,ООО «Маслова-Лыткин»,"АО «Дмитриев, Пестов и Ковалева»",1124,492295842621,ZAAQRU2Y,WUJW8253234629817,ОАО «Гордеева Соколова»,Капустина Групп,4ac10664-68db-4e3b-8849-1f7af8202339,10461297-e8c8-4304-99ab-a8e90087d0c2,2015,5,1,5,EUR,43027325.4,2024-10-11,2024-12-23,2025-04-06,2023-07-11,9684968.43,2025-02-17,3,Поговорить торопливый грустный табак сравнение.,Тюрьма деловой перебивать провал четко тута.,белье,2025-10-28,2024-11-28,3,0,0,27.32,"с. Ишим, наб. Жуковского, д. 924 стр. 392, 982318","к. Апшеронск, пр. Азина, д. 7/9 стр. 76, 198046",Пламя неудобно желание рабочий карандаш интеллектуальный.,Неудобно ручей трубка призыв освобождение роскошный.,0,432.89,3,2025-05-17 23:34:05
667,1120,917,1159,597435dd-c28c-4ba2-ad13-e8837f31e81a,1,2,0,2024-03-13 01:17:20,2025-08-06 20:35:10,700,487217813380,DCGSRUT0,RIQO8524842336620,ЗАО «Костина»,ОАО «Козлов»,435,922745214397,BPODRUBR,CBXX8477003443391,АО «Воронцов-Зиновьева»,НПО «Кошелев Гордеева»,a4544d9c-4c10-4790-bad6-fddd97791ad0,50a36c78-ce60-427d-a9f6-b4d99b5076d0,2020,3,4,5,KZT,30278195.6,2024-01-28,2024-02-03,2025-04-14,2023-08-15,342702.98,2023-09-01,2,Собеседник чем угроза цель тесно хлеб июнь.,Разводить необычный дьявол совещание ход что.,вздрагивать,2024-11-11,2024-06-30,8,1,1,75.8,"ст. Уфа, пр. Степана Разина, д. 743, 284233","ст. Советский, ш. Черемуховое, д. 3, 829140",Возбуждение трясти командующий эффект советовать монета левый.,Встать около похороны вздрагивать засунуть уточнить нож тревога.,0,584.99,3,2024-09-21 18:28:27
